review_id,user_id,neighborhood_id,review_date,review_text,likes,community,commute
53,44,3,3/27/2020,Anim irure labore eiusmod minim culpa nisi cupidatat proident mollit eiusmod. Magna voluptate cupidatat velit officia et. Cillum exercitation enim reprehenderit deserunt reprehenderit ullamco irure nulla in ex et. Aliquip anim ex tempor nostrud mollit reprehenderit Lorem aute do incididunt.,88, true,false
54,12,6,1/7/2016,Est culpa ea magna velit nisi minim quis incididunt incididunt. Quis consequat aliquip id ullamco amet ut elit minim sunt aliqua minim. Cillum irure mollit veniam nulla cupidatat adipisicing reprehenderit dolore ipsum ipsum sit duis. Voluptate fugiat fugiat pariatur consequat esse dolor nostrud nulla sit incididunt.,41, true,false
55,18,2,11/27/2018,Mollit Lorem nulla do velit excepteur veniam esse eiusmod id ex laborum. Non voluptate nisi adipisicing nulla velit labore minim et excepteur voluptate ex ullamco in non ullamco. Consequat laborum dolor commodo laborum nulla ipsum irure pariatur adipisicing consectetur.,25, false,false
56,6,2,1/7/2020,Magna et ex aliqua. Occaecat nulla duis dolore proident esse elit est sit adipisicing excepteur.,136, false,true
57,31,5,12/5/2016,Irure magna irure irure quis nulla ut et anim irure quis. Sunt ut Lorem aliquip dolore pariatur ipsum enim dolore Lorem tempor elit non officia. Irure mollit amet anim officia dolor ex in enim veniam enim culpa est.,99, false,false
58,30,9,3/4/2016,Mollit eu fugiat id incididunt. Laboris cillum esse nostrud ut anim culpa excepteur elit anim pariatur aliqua. Pariatur anim eiusmod voluptate dolor. Dolore tempor sunt cupidatat nisi elit voluptate laborum anim.,29, true,true
59,48,6,5/14/2016,Laborum elit excepteur labore irure excepteur id. Nostrud laboris tempor do magna aliquip ad sunt est ea ullamco non proident excepteur aliqua in. Aliqua officia cillum esse dolor elit magna non commodo velit quis amet ullamco aute deserunt sit.,92, true,true
60,19,8,12/15/2016,Duis id ad enim magna magna dolore incididunt aute elit occaecat eiusmod. Ea reprehenderit elit aute.,26, false,false
61,7,9,10/22/2015,Dolore irure officia ipsum pariatur aliqua nisi ipsum. Cupidatat reprehenderit incididunt Lorem incididunt.,104, true,false
62,45,9,4/13/2016,Voluptate sint consequat adipisicing ad cillum sunt quis exercitation eu aliqua. Commodo reprehenderit ex labore velit sint laboris labore eiusmod officia. Ipsum voluptate proident ullamco dolore aliqua est elit ullamco adipisicing elit sunt do nostrud. Veniam ut duis culpa exercitation ut laboris nostrud.,111, false,false
63,37,7,4/11/2015,Nostrud dolor magna enim ipsum commodo irure excepteur laboris deserunt elit veniam id. Sunt commodo nostrud reprehenderit qui in fugiat incididunt laborum eiusmod commodo excepteur tempor ipsum consectetur. Laboris minim culpa ad aliqua commodo cupidatat ad non.,21, false,true
64,10,5,1/7/2016,Fugiat officia commodo mollit culpa officia quis incididunt duis proident. Est ipsum id aliquip mollit magna laboris.,95, false,false
65,26,2,8/2/2020,Laboris do pariatur sunt exercitation fugiat fugiat commodo qui irure ad. Velit cillum velit elit excepteur non excepteur aute mollit nostrud nisi nulla nisi nostrud.,98, true,true
66,30,5,3/19/2016,Mollit ipsum elit consequat excepteur mollit enim commodo aute. Lorem culpa nulla id mollit.,93, true,false
67,11,2,1/2/2019,Ullamco adipisicing ad do non in est fugiat tempor excepteur mollit sunt ad anim. Commodo nulla ipsum deserunt proident sit ea ut do nisi occaecat est esse ex. Esse veniam aliqua irure laborum deserunt eiusmod proident deserunt deserunt excepteur reprehenderit ipsum magna. Nostrud pariatur ea eu deserunt sit esse nisi aliqua consectetur laborum.,3, true,false
68,29,5,7/27/2018,Ut et in proident. Nisi anim ad pariatur dolore officia sunt tempor sint elit ipsum exercitation excepteur voluptate esse.,138, false,false
69,1,3,2/8/2016,Laborum labore commodo sit dolore dolor consectetur nulla culpa aliqua dolor cillum irure magna. Elit sit enim Lorem duis sint eiusmod anim nisi enim Lorem mollit commodo anim.,14, true,true
70,11,8,8/9/2015,In nisi eu non eiusmod et fugiat elit deserunt ut. Aute proident nostrud cillum cupidatat labore.,91, true,true
71,48,9,3/23/2017,Consequat minim culpa ullamco consequat laborum non dolore sit ea aliquip laborum. Voluptate nulla proident nostrud veniam do magna. Velit sint aliquip cillum id minim in ipsum reprehenderit.,119, true,true
72,44,2,12/17/2016,Ad enim cupidatat culpa culpa non esse ipsum. Cupidatat anim reprehenderit labore labore tempor. Nostrud cillum ullamco minim consectetur nulla esse proident ut sit. Eu Lorem Lorem dolore sit eiusmod sit eiusmod ullamco minim irure magna laboris velit magna Lorem.,36, true,false
73,33,5,3/29/2019,Irure aliquip excepteur enim irure incididunt labore elit consequat consequat elit qui anim veniam consequat nostrud. Nisi laborum officia officia quis eu adipisicing eiusmod nisi dolor aliquip et tempor tempor.,77, false,false
74,8,5,2/20/2020,Mollit do elit minim ea do Lorem nostrud tempor in voluptate tempor reprehenderit. Laboris magna fugiat cupidatat anim exercitation labore excepteur esse. Dolore nulla cupidatat labore nisi ex do amet. Duis adipisicing veniam cillum voluptate do irure.,33, true,false
75,2,2,6/11/2020,Exercitation velit eiusmod quis anim mollit pariatur. Cillum magna non ullamco do eiusmod. Occaecat ad ea eu magna quis commodo cupidatat.,58, true,true
76,17,1,5/24/2016,Mollit elit fugiat reprehenderit duis. Occaecat do sint non tempor esse reprehenderit Lorem velit laborum pariatur tempor.,103, true,false
77,43,1,7/9/2017,Occaecat dolor aliqua aute commodo laboris ad cupidatat sit anim incididunt magna aliqua. Officia deserunt voluptate tempor qui occaecat proident nostrud incididunt laborum officia proident ullamco tempor irure nostrud.,30, false,false
78,37,8,1/5/2015,Labore commodo velit sunt sit ullamco magna labore esse cillum enim duis eiusmod tempor duis magna. Ex ad minim excepteur occaecat eu ea id ut elit aliquip aliqua minim Lorem nisi eu.,111, false,true
79,37,5,7/14/2019,Id aliqua cillum ipsum aute aliquip ea elit cillum ea in. Proident nisi aliquip excepteur est nisi officia irure occaecat eiusmod esse do fugiat velit sit laborum. Sint sint incididunt enim ea nulla nostrud proident ullamco.,71, true,true
80,9,2,9/10/2020,Enim aute laborum Lorem nostrud velit in. Qui magna Lorem cupidatat occaecat tempor nulla sit.,107, false,false
81,49,5,12/8/2015,Laborum id proident ad sint. Dolore consequat laborum aliqua consectetur cupidatat voluptate velit sunt cillum veniam sunt culpa velit exercitation reprehenderit. Officia incididunt ex mollit voluptate laboris consequat commodo irure id minim quis aliquip enim eiusmod consectetur.,97, true,true
82,38,6,9/29/2019,Cillum ut nostrud in est occaecat ullamco laboris enim eu. Amet non velit adipisicing aliquip cupidatat labore duis laboris aute deserunt. Enim cillum fugiat ut sunt consectetur nostrud cillum esse est.,62, false,false
83,10,8,5/20/2016,Lorem sunt minim laboris sit id quis eu officia sunt officia aliqua voluptate mollit irure. Sint culpa adipisicing sit officia aute commodo do. Sint laborum tempor laborum laborum tempor laboris dolore sint. Amet ad incididunt reprehenderit velit laborum Lorem ut exercitation eiusmod magna deserunt reprehenderit sit exercitation.,84, false,true
84,50,6,10/14/2018,Culpa Lorem magna veniam aliquip nostrud deserunt incididunt non esse commodo do. Pariatur cupidatat ut cupidatat culpa minim laboris laborum enim minim incididunt anim mollit laboris Lorem. Excepteur cupidatat quis ut id nisi velit velit commodo aute. Laboris eu proident eiusmod dolore est proident.,53, true,false
85,1,5,7/14/2016,Laborum aliquip magna magna quis Lorem voluptate. Qui dolore sit sit ea aliqua laborum. Deserunt ex aliqua Lorem occaecat deserunt ut.,48, false,true
86,48,4,7/15/2015,Ea sint voluptate aliqua mollit minim anim velit elit velit eu duis dolor. Laborum occaecat ipsum aute Lorem. Nostrud labore aliquip commodo deserunt excepteur velit sint.,126, true,false
87,24,8,1/18/2018,Sunt officia fugiat qui ipsum labore eu pariatur commodo minim sit aliqua ea sit velit. Aliqua ad velit dolor qui irure et duis.,9, false,false
88,16,8,5/20/2015,Veniam nisi excepteur esse quis reprehenderit deserunt mollit elit excepteur labore nostrud tempor. Exercitation id amet velit do pariatur velit velit veniam nisi nostrud nulla ad. Voluptate ullamco duis officia exercitation enim esse consequat enim et ut qui sint ea do.,113, true,false
89,49,7,3/12/2020,Veniam Lorem qui quis et proident consectetur proident occaecat deserunt quis duis mollit dolore consectetur reprehenderit. Sit proident adipisicing et nostrud laboris velit laboris velit culpa laboris est consequat. Ea deserunt cillum consectetur aliqua velit velit labore excepteur duis ullamco velit dolore id quis.,83, true,true
90,1,6,2/18/2015,Veniam est ut id ea nisi in est nisi amet consequat deserunt incididunt ullamco fugiat nisi. Nulla proident anim deserunt sit fugiat sint ad ex fugiat. Elit mollit consequat quis cupidatat occaecat ipsum. Culpa ut ea adipisicing excepteur do commodo pariatur proident culpa mollit laboris voluptate sunt laborum eiusmod.,60, false,false
91,49,5,3/11/2020,Lorem laborum ullamco et amet nisi id est magna. In dolore est velit aliqua nulla aliquip officia nostrud deserunt occaecat nulla.,87, false,false
92,18,9,2/25/2017,Proident magna nisi id dolore ad non eiusmod sint exercitation fugiat est. Elit laboris magna adipisicing cupidatat cupidatat tempor commodo labore reprehenderit aute officia cupidatat exercitation. Duis est minim aute voluptate mollit cillum qui esse eiusmod aliqua occaecat pariatur aute cupidatat. Reprehenderit pariatur ipsum adipisicing aliqua ea anim adipisicing eiusmod.,116, true,false
93,22,1,4/19/2019,Velit voluptate excepteur laboris pariatur ex quis laboris laborum eu adipisicing dolore do deserunt. Commodo ut consectetur aliqua. Amet enim ut quis esse ut laboris mollit qui.,141, false,true
94,38,9,5/29/2015,In consectetur anim magna consectetur anim. In aliqua reprehenderit nulla velit ad est enim et.,68, false,false
95,11,2,3/10/2020,Duis culpa ipsum id et culpa ullamco reprehenderit dolor eu elit fugiat veniam sunt eu ipsum. Magna excepteur nisi culpa do amet esse cillum laboris ad laboris ex qui do tempor.,148, false,true
96,5,2,2/9/2017,Lorem laborum enim amet incididunt sit tempor nisi voluptate tempor. Aliquip magna minim non duis consectetur laboris. Consequat ut veniam dolor anim adipisicing duis. Officia non id ut aute ea in elit.,46, true,false
97,44,4,6/29/2020,Id nulla laboris consectetur. Anim ipsum reprehenderit dolore ea non qui.,30, true,true
98,8,2,10/25/2015,Sint tempor eu cillum sit in elit nisi laboris dolor qui Lorem pariatur irure. Consectetur et eiusmod sit irure dolore tempor adipisicing eu aliqua consequat.,92, false,true
99,21,8,11/23/2016,Deserunt mollit elit tempor occaecat labore sit id cillum fugiat duis. Cillum aliqua eu veniam ad minim exercitation. Labore sint cupidatat est pariatur nulla nulla anim irure culpa. Aute dolore aliquip incididunt irure culpa aute minim anim minim nulla exercitation ullamco enim.,69, false,true
100,8,5,2/15/2019,Ad sit in culpa excepteur. Fugiat do sint et sint esse in laborum occaecat Lorem nulla eiusmod dolore.,141, false,true
101,46,9,2/5/2018,Voluptate occaecat magna consectetur eu veniam ipsum elit. Adipisicing laboris duis non cillum anim adipisicing amet ea dolore.,135, false,false
102,26,2,9/1/2017,Dolor ullamco minim magna velit in in voluptate laborum. Consequat duis sunt tempor nisi.,102, false,false
103,48,4,3/22/2020,Est excepteur in qui exercitation velit exercitation culpa do ea culpa dolore ipsum sint velit officia. Ut do eu ex.,9, false,true
104,40,1,6/10/2019,Fugiat veniam fugiat quis proident aliquip sit do sit amet incididunt esse velit nulla culpa. Ut ut mollit pariatur. Sunt reprehenderit culpa ea aliqua. Culpa ea qui mollit quis dolore laboris commodo tempor laborum eiusmod non incididunt nostrud.,15, false,true
105,36,3,3/7/2015,Pariatur cillum do eu cupidatat et officia proident. Laboris quis amet minim cillum reprehenderit. Id sint laborum tempor.,136, false,true
106,50,2,6/4/2019,Aliqua pariatur velit occaecat adipisicing minim cillum veniam irure dolore. Excepteur do id sint aliquip qui duis labore ad est excepteur cupidatat est. Cillum do irure aliquip exercitation sit ex adipisicing eiusmod. Voluptate anim fugiat ipsum dolore ea magna veniam pariatur sint nostrud consectetur officia amet.,23, true,false
107,48,5,2/24/2020,Officia ipsum et consequat eu dolore duis fugiat irure exercitation sunt aliqua. Sunt sunt eu occaecat commodo enim. Aliqua cupidatat exercitation minim consectetur eiusmod irure enim occaecat ea commodo nisi occaecat sint cupidatat enim. Lorem dolor laborum nulla aliquip aute dolore do non ex.,33, false,true
108,3,1,2/7/2018,Laborum duis dolor reprehenderit. Esse ut cupidatat ea. Ut aute enim ut ullamco officia adipisicing excepteur esse.,78, true,false
109,28,9,11/29/2019,Deserunt nisi proident incididunt tempor veniam magna occaecat. Esse quis sint incididunt ipsum pariatur incididunt aliqua eiusmod aute est duis amet ullamco.,103, false,true
110,7,4,12/29/2016,Enim laborum occaecat minim laboris reprehenderit et. Laborum fugiat sint dolor.,85, true,false
111,45,9,4/13/2017,Do irure enim non adipisicing. Do adipisicing do eu quis adipisicing qui nulla elit nostrud deserunt commodo. Occaecat Lorem aute nostrud excepteur cupidatat eu exercitation non.,58, true,true
112,31,2,3/13/2015,Officia dolor nulla enim aliquip consequat excepteur dolore officia laboris qui culpa cupidatat ut occaecat. Commodo enim excepteur ut commodo qui ea esse officia incididunt eu. Officia anim proident eu.,19, false,true
113,30,6,5/25/2018,Nulla laborum minim quis excepteur et est voluptate amet eu. Officia minim aliqua labore adipisicing cupidatat ad est cupidatat. Reprehenderit nulla labore cillum proident excepteur veniam laborum proident non.,93, false,true
114,1,8,5/5/2020,Exercitation tempor in veniam id amet consectetur veniam consequat deserunt. Amet eu esse velit deserunt ullamco minim elit mollit labore.,83, true,true
115,28,9,7/14/2017,Quis anim officia qui elit ad est id esse minim exercitation do cillum ex laboris ullamco. Elit enim anim aliquip consequat. Laboris pariatur elit occaecat laborum sunt sit mollit adipisicing deserunt veniam labore. Cillum dolore amet culpa aliqua non cillum excepteur irure cupidatat dolor eiusmod anim mollit nostrud laboris.,97, true,true
116,28,8,2/29/2020,Magna fugiat incididunt exercitation in minim do in nisi proident sunt ea pariatur. Amet officia do aliquip excepteur ex dolore cupidatat reprehenderit. Nulla incididunt Lorem laboris irure officia. Deserunt non minim sint ullamco tempor cillum officia ea aliqua irure veniam non.,41, false,false
117,36,10,6/22/2018,Excepteur culpa eu esse voluptate Lorem occaecat aute officia labore. Labore nostrud cillum consectetur esse eu id occaecat consequat exercitation velit. Elit qui incididunt sunt laborum deserunt eiusmod aute aliquip incididunt Lorem pariatur. Ad sint amet pariatur nulla.,121, true,true
118,8,6,8/10/2017,Lorem qui velit cillum officia voluptate non dolore magna in officia laboris tempor do deserunt quis. Officia amet nulla esse veniam sint anim ea non voluptate in eu magna sunt.,43, true,false
119,24,9,11/1/2017,Excepteur exercitation ipsum ipsum ipsum minim id et do quis voluptate cillum ad. Consequat commodo elit sint pariatur exercitation minim laborum ad anim.,84, false,true
120,5,7,11/1/2015,Voluptate non veniam Lorem proident Lorem anim. Culpa nulla consectetur esse. Fugiat nulla est enim in sit reprehenderit culpa irure duis non incididunt dolor.,58, true,true
121,30,4,6/3/2019,Sit irure do amet quis quis nulla eu velit cupidatat duis nulla irure sint excepteur qui. Duis nulla commodo pariatur sit sint ut ea veniam do Lorem. Esse irure sint magna consequat enim aute ex in ut reprehenderit ex. Nulla minim nisi minim laborum.,48, true,true
122,41,7,8/5/2019,Tempor velit mollit ea et minim culpa adipisicing proident adipisicing veniam consectetur dolor adipisicing. Ex proident ut ullamco. Nostrud velit non proident velit qui minim laboris duis. Ad culpa irure mollit nostrud mollit irure ex excepteur reprehenderit magna amet nulla Lorem sit proident.,88, false,true
123,4,2,8/22/2018,Esse do mollit eiusmod ut magna fugiat ad aliquip. Labore eiusmod in id pariatur enim aute dolore amet et consectetur deserunt elit.,132, false,false
124,11,8,6/2/2015,Id fugiat nostrud in irure. Eu tempor officia culpa cillum aute excepteur do id esse. Occaecat ex consectetur id in velit excepteur ex id ut. Ad fugiat non dolor incididunt voluptate deserunt laboris deserunt.,124, true,false
125,41,1,8/26/2016,Sunt voluptate culpa exercitation tempor et occaecat reprehenderit elit dolore magna nulla. Mollit do voluptate elit dolore Lorem. Mollit aute nostrud id dolor pariatur irure ea laborum officia consequat sit pariatur adipisicing.,15, false,false
126,24,10,12/12/2018,Esse dolor laboris laboris ea pariatur sit ad ut incididunt consequat amet nulla adipisicing esse. Consequat tempor magna nisi sint labore officia. Consectetur nisi est incididunt officia officia dolor amet reprehenderit ad ullamco excepteur ullamco eu duis.,26, true,true
